Job Outlook for JB,Est.,Pipeline,Estimating Status,Bid Due Date,Project Name,Owner,Architect,Pipeline Probability,Approx. Start Date,# of Months,Approx. Cost,Approx. Finish,Project City,Project State,Market Type,Notes/Description,BD/PM/AM,ITB Date,Lead Estimator,Estimator,Est. Asst.,PX/PM,Estimate Type,RFI Due Date,Schedule,Factored $,Factored $ per month,Duration,2025 % Complete,Days in 2025,$ in 2025,Days in 2026,$ in 2026,Days in 2027,$ in 2027,Notes for JB Outlook
,,,10 Archive Cancelled,06/17/22,Desert Mountain Sales Center Expansion,Desert Mountain,,15%,05/01/23,6,"$1,385,739",11/01/23,Phoenix,Arizona,Hospitality,Expansion/Renovation of Existing Sales Center,Brian,,JF,BM,MB,NR,Neg.,NA,Duration,"$207,861","$34,643",185,0%,0,$0,185,"207,861",0,$0,
,,,10 Archive Cancelled,07/30/21,Dove Valley Site and Shops,Thompson Thrift,,20%,03/01/22,8,"$5,671,269",11/01/22,Phoenix,Arizona,Retail,"New BTS Sprouts, Shops and Sitework",Melinda,,JF,,,MC,Con.,,,"$1,134,254","$141,782",246,0%,0,$0,246,"1,134,254",0,$0,
,,,10 Archive Cancelled,10/31/23,DWELL Waterview (Highland),Holualoa,,10%,05/05/25,16,"$36,582,639",09/05/26,Phoenix,Arizona,Multifamily,145 Units on Podium - Pending Civil Updates,Adam,,PS,KC,MB,NR,Neg.,N/A,Full,"$3,658,264","$228,641",489,49%,240,"$1,795,467",249,"1,862,797",0,$0,
,,,10 Archive Cancelled,plans due April,Elliott & Signal Butte Industrial/Site/Retail & Pads,Thompson Thrift,,3%,06/01/22,14,"$25,000,000",08/01/23,Mesa,Arizona,"Industrial
Retail","3-75K SF Industrial plus 5 pads, 3 BTS's and site work",Melinda,N/A,JF,,N/A,MC,Con.,NA,Full,"$750,000","$53,571",427,0%,0,$0,427,"750,000",0,$0,
,,,10 Archive Cancelled,09/29/22,Falcon Storage - Scottsdale,Shane Jimenez,,20%,01/01/23,10,"$7,500,000",11/01/23,Scottsdale,Arizona,"Recreation
Storage","62,000SF Storage Units, Potential for Underground",Melinda,,JH,,,NR,Con.,NA,Duration,"$1,500,000","$150,000",305,0%,0,$0,305,"1,500,000",0,$0,
,,,10 Archive Cancelled,Plans Pending,FatCats Gilbert Remodel,FatCats,,10%,02/01/23,3,"$750,000",05/01/23,Gilbert,Arizona,Entertainment,Existing FEC Remodel,Melinda,,CH,,,NR,Neg.,,,"$75,000","$25,000",90,0%,0,$0,90,"75,000",0,$0,
,,,10 Archive Cancelled,07/15/21,Harrah's Sportsbook RFP,Ak-Chin Indian Community,,25%,12/01/22,4,"$1,500,000",04/01/23,Maricopa,Arizona,Native,Temp Sportsbook and New Lounge/Bar,Brian,N/A,BR,,N/A,,D/B,NA,NA,"$375,000","$93,750",122,0%,0,$0,122,"375,000",0,$0,
,,,10 Archive Cancelled,08/29/25,Houghton & Old Vail - Shops 2-3-5,Larsen Backer,,35%,02/01/26,8,"$2,000,000",10/01/26,Tucson,Arizona,"Retail
Site","9,400SF Shops 3 Building",Chris,,CH,CH,Lisa,,Con.,,,"$700,000","$87,500",243,0%,0,$0,243,"700,000",0,$0,
,,,10 Archive Cancelled,Plans Pending,"Lexington Life School, FEC, Retail, PEMB Gym",HJR Global,,10%,08/07/23,15,"$45,000,000",11/07/24,Show Low,Arizona,"Education
Entertainment
Retail","Design Build 9 Acre Site with 50K SF FEC, 25K SF School, 9K SF PEMB Gym and 8.5K SF Retail",Melinda,,JF,,,NR,Neg.,NA,Duration,"$4,500,000","$300,000",459,0%,0,$0,459,"4,500,000",0,$0,
,,,10 Archive Cancelled,,"Life Storage - Costa Mesa, CA",Life Storage,,10%,01/01/22,10,"$10,000,000",11/01/22,Costa Mesa,California,Storage,"80K SF, 571 units, 3-story Structure",Melinda,,?,,,MC,HB,,,"$1,000,000","$100,000",305,0%,0,$0,305,"1,000,000",0,$0,
,,,10 Archive Cancelled,02/13/24,Mercado Village,Jim Riggs,,10%,06/02/25,2,"$3,500,000",08/02/25,Scottsdale,Arizona,"Demo
Multifamily
Site","Demo, Site, Multifamily Project",Brian,,PS,KC,N/A,,Con.,NA,Duration,"$350,000","$175,000",62,100%,62,"$350,000",0,0,0,$0,
,,,10 Archive Cancelled,03/02/22,Miller Road Bungalows,Mangat Group,,15%,02/01/23,20,"$40,606,976",10/01/24,Buckeye,Arizona,Multifamily,168 Single Family for Rent Units,Melinda,,PS,KC,,NR,Con.,,Duration,"$6,091,046","$304,552",609,0%,0,$0,609,"6,091,046",0,$0,
,,,10 Archive Cancelled,04/25/25,Newmark Industrial Park - 59th Ave,Newmark,,1%,01/01/26,8,"$15,173,944",09/01/26,Glendale,Arizona,,"270k SF Site (2) Buildings 62k, 42k",Mike,,PS/KC,PS/KC,N/A,,Con.,,,"$151,739","$18,967",244,0%,0,$0,244,"151,739",0,$0,
,,,10 Archive Cancelled,12/22/23,North Valley Apartments,Bond Companies,,1%,04/01/24,16,$0,08/01/25,Phoenix,Arizona,Multifamily,Multifamily Projects,Adam,,PS,PS,N/A,,Neg.,N/A,,$0,$0,488,43%,212,$0,276,0,0,$0,
,,,10 Archive Cancelled,02/02/23,NWC Cactus & Perryville Road Improvement,Clyde Capital,,1%,04/01/23,6,"$1,744,722",10/01/23,Glendale,Arizona,Site,Cactus Road Improvement and Perryville Road Extension,Hayley,,JF,KC,,NR,Con.,,,"$17,447","$2,908",184,0%,0,$0,184,"17,447",0,$0,
,,,10 Archive Cancelled,06/08/21,Octane Raceway - Gilbert,Octane Raceway,,50%,12/31/30,1,$0,01/31/31,Gilbert,Arizona,Entertainment,"New Ground Up Building, Site and TI",Melinda/Brian,N/A,CH,,N/A,MC,Con.,NA,Duration,$0,$0,32,0%,0,$0,32,0,0,$0,
,,,10 Archive Cancelled,08/10/22,Penske Carshop Surprise,Penske,,10%,01/15/23,9,"$7,335,429",10/15/23,Surprise,Arizona,Auto Dealer,New used car dealership,Adam,08/12/21,CH,BM,MB,MC,Neg.,NA,Full,"$733,543","$81,505",274,0%,0,$0,274,"733,543",0,$0,
,,,10 Archive Cancelled,08/31/22,Phoenician Villas,Mark Allan and Associates,,10%,01/01/23,15,"$18,595,884",04/01/24,Phoenix,Arizona,Hospitality,8 Vacation Villas and Site,Adam,,JF,BG,LH,NR,RFP,,,"$1,859,588","$123,973",457,0%,0,$0,457,"1,859,588",0,$0,
,,,10 Archive Cancelled,12/02/22,Pinnacle Club & Retail,Stockdale Capital/Riot Hospitality,,2%,06/01/23,12,$0,06/01/24,Phoenix,Arizona,Multifamily,Below Grade parking/Multifamily - Retail,Adam,,PS,BM,,NR,Con.,,Duration,$0,$0,367,0%,0,$0,367,0,0,$0,
,,,10 Archive Cancelled,???,PPCC Maintenance Bldg,Pinnacle Peak Country Club,,3%,05/15/23,5,"$1,500,000",10/15/23,Scottsdale,Arizona,Clubhouse,New Maintenance Facility,Melinda,,JF,,,NR,Con.,,,"$45,000","$9,000",154,0%,0,$0,154,"45,000",0,$0,
,,,10 Archive Cancelled,,Project Jaguar,Premier Development Partners,,2%,01/01/23,10,"$75,000,000",11/01/23,Glendale,Arizona,Industrial,,,,,,,,,,,"$1,500,000","$150,000",305,0%,0,$0,305,"1,500,000",0,$0,
TRUE,TRUE,TRUE,10 Archive Cancelled,Pending,Rancho Vistoso - Sprouts,WM Grace,,50%,06/08/26,7,"$7,000,000",01/08/27,Tucson,Arizona,"Grocery
Grocery TI",Sprouts building and TI,Brian,,,,,,Con.,,,"$3,500,000","$500,000",215,0%,0,$0,208,"3,386,047",7,"$113,953",
,,,10 Archive Cancelled,11/02/22,Ryder Phoenix,Ryder Systems,,2%,01/01/23,12,"$12,000,000",01/01/24,Phoenix,Arizona,Storage,Climate Controlled Storage and RV Parking,Hayley,,KC/JF,KC,LH,NR,HB-4,NA,,"$240,000","$20,000",366,0%,0,$0,366,"240,000",0,$0,
,,,10 Archive Cancelled,06/04/21,Safeway at Val Vista and Germann,Thompson Thrift,,5%,03/01/22,8,"$6,000,000",11/01/22,,Arizona,Grocery,"64,000 SF Prototype",Melinda,,PS,,MB,MC,Con.,,,"$300,000","$37,500",246,0%,0,$0,246,"300,000",0,$0,
,,,10 Archive Cancelled,11/08/22,Self Storage/Covered RV Parking - Prescott Valley,EAPC Architects/Engineers,,5%,03/06/23,14,"$13,705,428",05/06/24,Prescott Valley,Arizona,Storage,2-Story 66K SF Climate Storage/RV Parking,Hayley,,JH,BM,SH,NR,HB-3,,Full,"$685,271","$48,948",428,0%,0,$0,428,"685,271",0,$0,
,TRUE,,10 Archive Cancelled,03/28/25,SMBMI YRC Chingon Remodel,San Manuel Band of Mission Indians,,5%,06/01/25,6,"$676,080",12/01/25,Highland,California,"Native
Restaurant TI","Millwork, Kitchen Expansion, Lighting, freshen up",Melinda,,TS,TS,MB,,HB-3,,,"$33,804","$5,634",184,100%,184,"$33,804",0,0,0,$0,
,,,10 Archive Cancelled,04/06/23,SOTD - Development - School Building,Desert Lutheran Church,,1%,04/01/24,12,"$13,562,219",04/01/25,Scottsdale,Arizona,Education,Multi-Phase Multi-Building Master Development,Brian,,JF,BM,N/A,NR,Con.,TBD,Duration,"$135,622","$11,302",366,25%,90,"$33,350",276,"102,272",0,$0,
,TRUE,,10 Archive Cancelled,Pending,Sprouts - Central & Fillmore,LG Group,,1%,10/01/26,6,$0,04/01/27,Phoenix,Arizona,Grocery TI,Sprouts TI,Brian,,,,,,,,,$0,$0,183,0%,0,$0,93,0,90,$0,
,,,10 Archive Cancelled,Pending,Sprouts 7th & Bethany Home,Eisenberg,,10%,01/01/26,8,"$9,000,000",09/01/26,Phoenix,Arizona,"Grocery
Grocery TI
Site","Ground up Sprouts, TI, Site 3.2Ac",Joe,,,,,,,,,"$900,000","$112,500",244,0%,0,$0,244,"900,000",0,$0,
,,,10 Archive Cancelled,???,Surprise Sprouts and Shops,Thompson Thrift,,15%,01/01/22,9,"$9,500,000",10/01/22,Surpirse,Arizona,"Grocery TI
Retail","New BTS Sprouts, Shops and Sitework",Melinda,,?,,,MC,Con.,,,"$1,425,000","$158,333",274,0%,0,$0,274,"1,425,000",0,$0,
,,,10 Archive Cancelled,08/01/22,Sweetwater Commons,WM Grace,,1%,03/01/23,12,"$19,989,728",03/01/24,Surprise,Arizona,"Industrial
Site",2 Tilts - 120K SF with 10 Acres Site,Brian,,BR,BM,-,-,Neg.,,Duration,"$199,897","$16,658",367,0%,0,$0,367,"199,897",0,$0,
,,,10 Archive Cancelled,???,Talking Stick Entertainment,Jim Riggs,,2%,06/01/23,16,"$10,000,000",10/01/24,Scottsdale,Arizona,"Entertainment
Retail
Retail TI
Site","Sitework, Parking Garage & Shell Buildings",Melinda,,JF,-,-,NR,Neg.,,Duration,"$200,000","$12,500",489,0%,0,$0,489,"200,000",0,$0,
,,,10 Archive Cancelled,09/02/21,The Edge Office & Parking Garage,Palmer Development,,25%,12/01/21,14,"$34,929,757",02/01/23,Scottsdale,Arizona,"Garage
Office","214K SF Office Building, Parking Garage and Site (TI to follow)",Adam,11/19/20,JF,KC,MB,NR,HB-2,NA,Full,"$8,732,439","$623,746",428,0%,0,$0,428,"8,732,439",0,$0,
,,,10 Archive Cancelled,07/23/21,The Harvest Prototype,Black Clover,,15%,06/01/22,9,"$8,500,000",03/01/23,Gilbert,Arizona,Grocery,38K SF New Grocer w/ Greenhouse - No Site,Melinda,N/A,JF,,N/A,,Con.,NA,NA,"$1,275,000","$141,667",274,0%,0,$0,274,"1,275,000",0,$0,
,,,10 Archive Cancelled,01/11/24,The Learning Experience,Bernie Slogotski,,1%,10/01/24,6,"$5,112,337",04/01/25,Phoenix,Arizona,Education,10K SF Shell/TI,Adam,,CH,CH,N/A,,Con.,N/A,,"$51,123","$8,521",183,49%,90,"$25,143",93,"25,981",0,$0,
,,,10 Archive Cancelled,09/10/21,The Sydney - Site,Palmer Development,,2%,01/01/23,5,"$3,900,474",06/01/23,Scottsdale,Arizona,Site,"Siework  - Drives, Utilities, Grading and Landscape",Adam,,BR,BM,,MC,Con.,NA,Full,"$78,009","$15,602",152,0%,0,$0,152,"78,009",0,$0,
,,,10 Archive Cancelled,09/20/22,Ulta TI,Westar Associates,,0%,11/07/22,6,"$900,000",05/07/23,Ladera Ranch,California,Retail TI,Combine 3 Suites to 1 for Ulta,Jim,,CH,KC,SH,JE,Con.,,,$0,$0,182,0%,0,$0,182,0,0,$0,
,,,10 Archive Cancelled,11/24/21,VA Garage Expansion Proposal,VA/August Construction,,2%,07/01/22,8,"$15,481,928",03/01/23,Phoenix,Arizona,Parking Garage,Design/Build Proposal for VA Garage Epansion,Adam,N/A,JH,,N/A,N/A,HB-4,NA,Full,"$309,639","$38,705",244,0%,0,$0,244,"309,639",0,$0,
,,,10 Archive Cancelled,09/06/22,VA Historical Buildings - Prescott,VA,,10%,11/21/22,12,"$10,000,000",11/21/23,Prescott,Arizona,Government,Restore Historical Buildings,Melinda,,JH,KC,SH,NR,HB-6,,Duration,"$1,000,000","$83,333",366,0%,0,$0,366,"1,000,000",0,$0,
,,,10 Archive Cancelled,07/07/22,Walgreens - Gilbert,Bencor Properties,,3%,02/01/23,7,"$5,044,743",09/01/23,Gilbert,Arizona,Retail,"10,000 SF Walgreens",Brian,,CH,BM,Lisa,NR,Neg.,NA,Duration,"$151,342","$21,620",213,0%,0,$0,213,"151,342",0,$0,
,,,10 Archive Cancelled,03/16/22,Water Walk - Sacramento,WaterWalk,,10%,10/01/22,16,"$22,816,473",02/01/24,Sacramento,California,Hospitality,Corporate Lodging and site,Adam,,JF/BG,-,MB,,RFP,,,"$2,281,647","$142,603",489,0%,0,$0,489,"2,281,647",0,$0,
,,,11 Not Invited,,Sprouts TI Cudahy CA,Sprouts,,1%,02/01/25,5,"$5,000,000",07/01/25,Cudahy,California,Grocery TI,,Melinda,,,,,,,,,"$50,000","$10,000",151,100%,151,"$50,000",0,0,0,$0,
,,,11 Not Invited,05/06/21,Camelback Village Facelift,Westwood Financial,,1%,02/01/22,6,"$2,178,659",08/01/22,Phoenix,Arizona,Retail TI,Facelift of Existing Center plus Hardscape,Adam,,JH,,SH,NR,Con.,04/22/21,Full,"$21,787","$3,631",182,0%,0,$0,182,"21,787",0,$0,
,,,11 Not Invited,11/17/22,Dick's - House of Sports,Dick's,,5%,06/01/24,12,"$19,693,643",06/01/25,Gilbert,Arizona,Retail,New Ground up Store W/Field,Melinda,,CH,BM,,,Con.,,Duration,"$984,682","$82,057",366,41%,151,"$406,249",215,"578,434",0,$0,
,,,11 Not Invited,02/28/23,Dick's - Santan Mall Expansion,Dick's,,1%,06/01/24,10,"$10,063,044",04/01/25,Gilbert,Arizona,Retail,49K SF 2-story expansion to existing building,Melinda,,CH,,Lisa,,Con.,,Duration,"$100,630","$10,063",305,30%,90,"$29,694",215,"70,936",0,$0,
,,,11 Not Invited,Plans due in May,Maverik Travel Center Benson AZ,Maverik,,1%,07/03/23,7,"$7,500,000",02/03/24,Benson,Arizona,Travel Center,Travel Stop GU,Melinda,05/15/23,,,,,HB-4,,,"$75,000","$10,714",216,0%,0,$0,216,"75,000",0,$0,
,,,11 Not Invited,Plans due in June,Maverik Travel Center Gold Canyon AZ,Maverik,,1%,08/15/23,7,"$7,200,000",03/15/24,Gold Canyon,Arizona,Travel Center,Travel Stop GU,Melinda,06/19/23,,,,,HB-4,,,"$72,000","$10,286",214,0%,0,$0,214,"72,000",0,$0,
,,,11 Not Invited,,Maverik Travel Center Reno NV,Maverik,,1%,08/15/23,,"$7,000,000",08/15/23,Reno,Nevada,Travel Center,Travel Stop GU,Melinda,,,,,,HB-4,,Full,"$70,000",#DIVIDE BY ZERO,1,0%,0,$0,1,"70,000",0,$0,
,,,11 Not Invited,,Maverik Travel Center Tucson AZ,Kiernen West,,1%,08/15/23,7,"$10,000,000",03/15/24,Tucson,Arizona,Travel Center,Travel Stop GU,Melinda,,,,,,HB-3,,,"$100,000","$14,286",214,0%,0,$0,214,"100,000",0,$0,
,,,11 Not Invited,Pending September,MAYDALL Day School and Old Repository,SRP-MIC,,50%,12/04/23,16,"$20,427,129",04/04/25,Scottsdale,Arizona,Site,New School and Sitework,David,,CH,BM,SH,RS,Con.,,Duration,"$10,213,565","$638,348",488,19%,93,"$1,946,437",395,"8,267,127",0,$0,
,,,11 Not Invited,04/12/22,Trevor's,Trevor's,,50%,06/01/22,4,"$3,500,000",10/01/22,Scottsdale,Arizona,Restaurant TI,Liquor Store TI,Joe B.,,BG,,SH,NR,Neg.,NA,Duration,"$1,750,000","$437,500",123,0%,0,$0,123,"1,750,000",0,$0,
,,,11 Not Invited,06/07/23,WHPDA - Sacaton Grocery & Gas,Wild Horse Pass Development Authority,,1%,09/18/23,14,"$12,500,000",11/18/24,Sacaton,Arizona,,"16K SF grocery, Laundry, Fueling Center",Melinda,TBD,JF,BG,AL,,RFP/GMP,N/A,Full,"$125,000","$8,929",428,0%,0,$0,428,"125,000",0,$0,
,TRUE,TRUE,12 On Hold,Pending,Avondale Apartments,Telint Capital,,1%,08/01/26,18,"$35,500,000",02/01/28,Avondale,Arizona,Multifamily,"156 Unit, Garden, 6.5 Acres",Mike,,PS,PS,N/A,,Con.,,,"$355,000","$19,722",550,0%,0,$0,550,"355,000",0,$0,
,TRUE,TRUE,12 On Hold,Pending,Maricopa Apartments - Villas at the Gin,Telint Capital,,1%,04/01/26,18,"$48,000,000",10/01/27,Maricopa,Arizona,Multifamily,"195 Unit, Garden Style - 12 Acres",Mike,,PS,PS,N/A,,Con.,,,"$480,000","$26,667",549,0%,0,$0,276,"241,311",273,"$238,689",
,TRUE,TRUE,12 On Hold,Pending,Rodeo Crossing Apartments,Telint Capital,,1%,02/09/26,18,"$35,000,000",08/09/27,Casa Grande,Arizona,Multifamily,156 Unit Multifamily,Mike D.,,PS,PS,N/A,,Con.,,,"$350,000","$19,444",547,0%,0,$0,327,"209,232",220,"$140,768",
,TRUE,TRUE,12 On Hold,Pending,Today's Patio - SanTan,Brydant,,10%,01/01/27,6,"$3,950,000",07/01/27,SanTan,Arizona,"Retail
Site",12.6K SF Masonry Show room,Brian,,CH,CH,Lisa,,Con.,,,"$395,000","$65,833",182,0%,0,$0,0,0,182,"$395,000",
,,,12 On Hold,Pending,"Neon Ranch - Mesa, AZ",Insight Land & Investment,,1%,08/31/26,12,$0,08/31/27,Mesa,Arizona,RV Park,"55 Acres, 505 Lot RV Resort with Amenity Buildings",Melinda/Brian,,,,,,Con.,,,$0,$0,366,0%,0,$0,124,0,242,$0,
TRUE,TRUE,TRUE,12 On Hold,Pending,AZ Country Club Halfway House,AZ Country Club,,15%,06/01/26,3,"$668,887",09/01/26,Phoenix,Arizona,Clubhouse,Half-Way house demo and replace,Brian,,BR,NR,N/A,,RFP,,,"$100,333","$33,444",93,0%,0,$0,93,"100,333",0,$0,
,TRUE,TRUE,12 On Hold,08/26/25,Brooklyn Bedding OKC,Brydant,,65%,06/15/26,12,"$34,965,800",06/15/27,OKC,Oklahoma,Industrial,"300K sf BB Facility 10K SF TI, Kitchen Etc",Brian,,TS,TS,Lisa,,Con.,,,"$22,727,770","$1,893,981",366,0%,0,$0,201,"12,481,644",165,"$10,246,126",
,TRUE,TRUE,12 On Hold,08/13/25,Macerich SFS - Garage Refinish,Macerich,,3%,02/02/26,8,"$15,454,915",10/02/26,Scottsdale,Arizona,Parking Garage,"Paint, Re-Seal, Re-Stripe (6) Garages",Adam,,AT,AT,MB,,Con.,,,"$463,647","$57,956",243,0%,0,$0,243,"463,647",0,$0,
,,,12 On Hold,11/14/24,1402 N Central Avenue,3W Management,,1%,01/01/26,16,$0,05/01/27,Phoenix,Arizona,,"V1 - 123 Units, V2 - 134 Units - Multifamily",Brian,,PS,PS,N/A,,Con.,,,$0,$0,486,0%,0,$0,366,0,120,$0,
,,,12 On Hold,02/19/24,1850 Properties - Soledad Travel Center,1850 Properties,,1%,03/01/25,10,"$18,548,872",01/01/26,Soledad,California,Travel Center,"15k C-Store, Full Site, Fuel/Truck Stop - 20Acre site",Hayley,,JF,KC,N/A,,Con.,N/A,Full,"$185,489","$18,549",307,99%,305,"$184,280",2,"1,208",0,$0,
,,,12 On Hold,Pending,301 W Osborn,Anthony Bibars,,5%,08/01/25,16,$0,12/01/26,Phoenix,Arizona,Multifamily,Repurpose existing office building to apartments,Adam,,,,,,Neg.,,,$0,$0,488,31%,152,$0,336,0,0,$0,
,,,12 On Hold,08/31/21,301 W. Osborn Interior Demolition,Anthony Bibars,,50%,01/01/22,1,"$198,332",02/01/22,Phoenix,Arizona,Office TI,Complete Interior Demo,Adam,,JH,,,,Neg.,,,"$99,166","$99,166",32,0%,0,$0,32,"99,166",0,$0,
,,,12 On Hold,11/13/24,303 Logistics Phase II TI,WM Grace,,50%,11/18/24,4,"$871,538",03/18/25,Glendale,Arizona,Office TI,"4,104 Office TI NEC of 303 Logistics",Brian,,KC,KC,AT,,HB,,,"$435,769","$108,942",121,63%,76,"$273,706",45,"162,063",0,$0,
,,,12 On Hold,08/21/24,303 Logistics Phase III & IV,WM Grace/Barclay,,5%,05/05/25,16,$0,09/05/26,Glendale,Arizona,Industrial,"221,620SF Industrial Building",Adam,,JH,JH,??,NR,Neg.,N/A,Duration,$0,$0,489,49%,240,$0,249,0,0,$0,
,,,12 On Hold,03/28/23,3rd Street & Thomas,Capital Allocation Partners,,100%,11/04/24,10,"$7,364,537",09/04/25,Scottsdale,Arizona,Multifamily,"32 Units Single 4 Story, 30,000SF",Paul,,PS,KC,AT,???,Neg.,,Duration,"$7,364,537","$736,454",305,81%,246,"$5,939,922",59,"1,424,615",0,$0,
,,,12 On Hold,11/12/21,4141 Scottsdale Office Building Renovation,George Oliver,,2%,02/01/23,10,"$5,000,000",12/01/23,Scottsdale,Arizona,Office,"2 Office Building Exterior Renovation, New Lobby",Adam,Pending,JH,KC,,NR,HB-2,05/18/21,Full,"$100,000","$10,000",304,0%,0,$0,304,"100,000",0,$0,
,,,12 On Hold,01/02/25,43rd & McDowell,Hernandez Development,,1%,09/01/25,10,$0,07/01/26,Phoenix,Arizona,Storage,"108,984SF 3 Story Storage Building",Brian,,JF/JH,JF/JH,N/A,,Con.,,,$0,$0,304,40%,121,$0,183,0,0,$0,
,,,12 On Hold,04/13/23,53rd Street & Thomas,Capital Allocation Partners,,100%,11/04/24,14,"$12,862,993",01/04/26,Phoenix,Arizona,Multifamily,"56 Units Single 4 Story, 48,000SF",Paul,,PS,KC,AT,???,Neg.,,Duration,"$12,862,993","$918,785",427,0%,0,$0,427,"12,862,993",0,$0,
,,,12 On Hold,12/23/24,59th & Bell Storage,Hernandez Development,,1%,09/01/25,12,$0,09/01/26,Glendale,Arizona,Storage,"127,000 SF 4 Story Storage Building",Brian,,JF/JH,JF/JH,N/A,,Con.,,,$0,$0,366,33%,121,$0,245,0,0,$0,
,,,12 On Hold,07/16/25,6185 W Detroit,Ross Brown,,1%,01/05/26,6,"$3,273,917",07/05/26,Chandler,Arizona,"Industrial
Office TI","New 13.5K SF warehouse, office TI",Mike,,JF,JF,N/A,,Con.,,,"$32,739","$5,457",182,0%,0,$0,182,"32,739",0,$0,
,,,12 On Hold,11/19/24,67th & Bell,WM Grace - John Dorsett,,25%,06/01/25,4,"$418,865",10/01/25,Surprise,Arizona,Office TI,"SOG, Minimal Electrical, RTU's Etc",Brian,,JF,JF,AT,,Neg.,,,"$104,716","$26,179",123,100%,123,"$104,716",0,0,0,$0,
,,,12 On Hold,02/26/25,75th Ave/ Indian School  - CVS,SEG,,1%,06/01/25,5,"$2,005,762",11/01/25,Phoenix,Arizona,Retail TI,Price refurbish old CVS back to CVS,Brian,,TS,TS,N/A,,Con.,,,"$20,058","$4,012",154,100%,154,"$20,058",0,0,0,$0,
,,,12 On Hold,06/03/24,777 Mechanical Screen,Catellus,,5%,01/01/25,2,"$346,629",03/01/25,Tempe,Arizona,Office TI,New Steel Mech screen on 5th floor of 777 Novus Place,Brian,,JF,JF,AT,,HB-2,N/A,Full,"$17,331","$8,666",60,100%,60,"$17,331",0,0,0,$0,
,,,12 On Hold,05/22/25,85C Bakery Cafe,85 Degree,,10%,07/01/25,5,"$852,161",12/01/25,Avondale,Arizona,,3K SF Restaurant TI,Melinda,,KS,KS,AL,,HB-3,,,"$85,216","$17,043",154,100%,154,"$85,216",0,0,0,$0,
,,,12 On Hold,05/06/24,8900 North 22nd Ave,Cedar Grove Group - David Heching,,1%,09/01/24,12,"$22,453,556",09/01/25,Phoenix,Arizona,Multifamily,Office Conversion to Multifamily,Melinda,,PS,PS,AL,,RFP/GMP,N/A,Duration,"$224,536","$18,711",366,66%,243,"$149,077",123,"75,459",0,$0,
,,,12 On Hold,03/12/24,Air Park Remodel,Fpromeande,,15%,01/01/25,8,"$6,722,713",09/01/25,Scottsdale,Arizona,Office TI,"Office building, plan hanger TI.",Melinda,,JH,JH,AL,,HB-3,Pending,,"$1,008,407","$126,051",244,100%,244,"$1,008,407",0,0,0,$0,
,,,12 On Hold,Pending,Ak-Chin Him Dak Projects,Ak-Chin Indian Community,,50%,07/01/24,5,"$750,000",12/01/24,Maricopa,Arizona,Native,Shade Canopy,Brian,,,,,,Neg.,N/A,,"$375,000","$75,000",154,0%,0,$0,154,"375,000",0,$0,
,,,12 On Hold,06/21/24,Ak-Chin SDGC,Ak-Chin Indian Community,,2%,02/03/25,12,"$19,907,857",02/03/26,Maricopa,Arizona,"Clubhouse
Multifamily
Site",RFP for Clubhouse Expansion & Amenities,Brian,,KC,KC,MB,,RFP,N/A,N/A,"$398,157","$33,180",366,90%,331,"$360,082",35,"38,075",0,$0,
,,,12 On Hold,12/20/24,Arbor Tempe Phase III,George Oliver,,3%,07/07/25,14,"$12,382,481",09/07/26,Tempe,Arizona,Multifamily,5 Story Concrete Office Shell,Mike,,JF,JF,N/A,,Con.,,,"$371,474","$26,534",428,41%,177,"$153,624",251,"217,851",0,$0,
,,,12 On Hold,07/03/24,Arcadia Motor Club,Toy Barn,,,01/01/25,,"$7,704,747",01/01/25,Phoenix,Arizona,,High End 'Toy' Storage Masonry Buildings,Adam,,JH,JH,N/A,,Con.,N/A,Duration,$0,#DIVIDE BY ZERO,1,100%,1,$0,0,0,0,$0,
,,,12 On Hold,03/14/25,AZ CC Locker Room Remodel,Arizona Country Club,,50%,08/04/25,5,"$2,623,045",01/04/26,Phoenix,Arizona,Clubhouse,"Restroom, Locker Room Upgrades",Brian,,NR,NR,N/A,,RFP,,,"$1,311,523","$262,305",154,97%,149,"$1,268,941",5,"42,582",0,$0,
,,,12 On Hold,10/30/23,Bed Bath & Beyond TI,Columbus Pacific,,1%,06/03/24,2,"$716,726",08/03/24,Gilbert,Arizona,Retail TI,"Spilt up BB&B into 2 separate spaces, re-work entries/skin",Brian,,CH,CH,N/A,,Neg.,N/A,Duration,"$7,167","$3,584",62,0%,0,$0,62,"7,167",0,$0,
,,,12 On Hold,Pending,Bosscat,Daily Dose Hospitality,,5%,10/01/24,6,"$3,250,000",04/01/25,Phoenix,Arizona,Restaurant TI,Size Unknown - Restaurant TI,Brian,,,,,,,,,"$162,500","$27,083",183,49%,90,"$79,918",93,"82,582",0,$0,
,,,12 On Hold,Pending,Cali - Colorado - Sprouts,Citivest Commerical Investments,,1%,02/01/26,9,$0,11/01/26,California,California,Grocery,"Sprouts building and TI in California, Colorada",Hayley,,,,,,Con.,,,$0,$0,274,0%,0,$0,274,0,0,$0,
,,,12 On Hold,Pending,Calle Rosa Restaurant & Bar,Stockdale Capital/Riot Hospitality,,5%,05/01/25,15,"$16,500,000",08/01/26,Scottsdale,Arizona,Restaurant,Ground-up 5 Star Restaurant & Bar,Adam,,KC,KC,,???,HB-3,N/A,Duration,"$825,000","$55,000",458,53%,244,"$439,520",214,"385,480",0,$0,
