Job Outlook for JB,Est.,Pipeline,Estimating Status,Bid Due Date,Project Name,Owner,Architect,Pipeline Probability,Approx. Start Date,# of Months,Approx. Cost,Approx. Finish,Project City,Project State,Market Type,Notes/Description,BD/PM/AM,ITB Date,Lead Estimator,Estimator,Est. Asst.,PX/PM,Estimate Type,RFI Due Date,Schedule,Factored $,Factored $ per month,Duration,2025 % Complete,Days in 2025,$ in 2025,Days in 2026,$ in 2026,Days in 2027,$ in 2027,Notes for JB Outlook
,TRUE,TRUE,8 Archive Loss,09/12/25,AJ 22 Apartments,Paul Whittle,,10%,01/05/26,16,"$5,366,638",05/05/27,Apache Junction,Arizona,Multifamily,21K SF 2 story 22 unit,Melinda,,PS,PS,MB,,Con.,,,"$536,664","$33,541",486,0%,0,$0,362,"399,737",124,"$136,927",
,TRUE,,8 Archive Loss,10/03/25,HFHEC - Dry Utilities,AZJHS,,100%,11/01/25,1,"$65,000",12/01/25,Phoenix,,,Dry Utility Drawings,Adam,,NR,NR,LISA,,Neg.,,,"$65,000","$65,000",31,100%,31,"$65,000",0,0,0,$0,
TRUE,TRUE,TRUE,8 Archive Loss,09/25/25,ALDI - Mesa GU - #173 Elliot Road,ALDI,,25%,12/01/25,7,"$3,435,275",07/01/26,Mesa,Arizona,Grocery,Ground-up ALDI,Melinda,,AT,AT,NT,,HB-3,,,"$858,819","$122,688",213,14%,30,"$120,960",183,"737,858",0,$0,
,TRUE,TRUE,8 Archive Loss,09/19/25,SFS - TC Project,Macerich,,35%,10/15/25,3,"$349,400",01/15/26,Scottsdale,Arizona,Retail TI,Interior Demo (L1 and L2),Brian,,AT,AT,AL,,HB-3,,,"$122,290","$40,763",93,83%,77,"$101,251",16,"21,039",0,$0,
,TRUE,,8 Archive Loss,09/25/25,Pinal County Jail Office,Pinal County,,1%,11/01/25,12,"$8,187,617",11/01/26,Pinal County,Arizona,Government,"7K SF Renovation, 15,500SF Addition to Re-Entry Bldg, 5k Storage",James,,CH,CH,MB,,HB-6,,,"$81,876","$6,823",366,16%,60,"$13,422",306,"68,454",0,$0,
,TRUE,,8 Archive Loss,10/01/25,Pinal County Facilites Maintenance Bldg,Pinal County,,1%,01/01/26,14,"$10,759,896",03/01/27,Maricopa,Arizona,Government,Facilities Management Office and Warehouse.,James,,TS,TS,AL,,HB-6,,,"$107,599","$7,686",425,0%,0,$0,366,"92,662",59,"$14,937",
TRUE,TRUE,TRUE,8 Archive Loss,Pending,HteaO,Arena Capital / Waddell,,50%,01/01/26,4,"$1,331,206",05/01/26,Goodyear,Arizona,Retail,2K SF BTS Restaurant (Texas Tea),Melinda,,JH,JH,AT,,Con.,Site Walk 8/6,Duration,"$665,603","$166,401",121,0%,0,$0,121,"665,603",0,$0,
,TRUE,TRUE,8 Archive Loss,Pending,Sprouts - 24th & Baseline,Eisenberg,,5%,04/01/26,8,"$8,000,000",12/01/26,Phoenix,Arizona,Grocery TI,Remodel LA Fitness to Sprouts,Melinda,,,,,,Neg.,,,"$400,000","$50,000",245,0%,0,$0,245,"400,000",0,$0,
,TRUE,TRUE,8 Archive Loss,Pending,Sprouts - 7th Ave & Bethany Home,Eisenberg,,1%,02/01/26,8,"$7,000,000",10/01/26,Phoenix,Arizona,Grocery,New Sprouts Ground-up,Melinda,,,,,,Neg.,,,"$70,000","$8,750",243,0%,0,$0,243,"70,000",0,$0,
,TRUE,,8 Archive Loss,Pending,Sprouts - SWC 29th Ave and Bell,Evolve Ventures (Nick Roe no longer affiliated),,1%,01/01/26,9,"$6,000,000",10/01/26,Phoenix,Arizona,Retail TI,Sprouts - Shell Modifications and TI,Brian,,,,,,Con.,,,"$60,000","$6,667",274,0%,0,$0,274,"60,000",0,$0,
,TRUE,,8 Archive Loss,08/29/25,AJ JOC - Multigenerational Bldg,Apache Junction,,1%,10/06/25,2,"$222,853",12/06/25,Apache Junction,Arizona,Office TI,Repaint interior existing building,Brian,,JF,JF,N/A,,HB-3,,,"$2,229","$1,114",62,100%,62,"$2,229",0,0,0,$0,
,TRUE,,8 Archive Loss,08/14/25,AJ Operation & Maintenance Building,Apache Junction,,1%,09/01/25,8,"$5,160,094",05/01/26,Apache Junction,Arizona,Government,"6K SF PEMB, site improvements",James,,JH,JH,AL,,HB-5,,,"$51,601","$6,450",243,50%,121,"$25,694",122,"25,907",0,$0,
,,,8 Archive Loss,08/28/25,CFC - Village Redevelopment,Macerich,,1%,11/17/25,8,$0,07/17/26,Chandler,Arizona,,"Common Space Re-Fresh, Updates",Brian,,AT,AT,Lisa,,RFP/GMP,,,$0,$0,243,18%,44,$0,199,0,0,$0,
TRUE,,,8 Archive Loss,08/06/25,Dick's - Medina Station (Respond 8-12),DSG,,25%,10/31/25,10,"$9,933,402",08/31/26,Mesa,Arizona,Retail,46K SF Ground Up (2) Story,Melinda,,KS,KS,MB,,HB-3,,,"$2,483,351","$248,335",305,20%,61,"$496,670",244,"1,986,680",0,$0,
,,,8 Archive Loss,08/21/25,Eastmark Community Facilities,City of Mesa,,1%,09/15/25,13,"$12,121,865",10/15/26,Mesa,Arizona,"Public
Recreation","25 Acres - Play structures, exercise stations, sport courts, pavilions",James,,KS,KS,AL,,HB-6,,,"$121,219","$9,325",396,27%,107,"$32,754",289,"88,465",0,$0,
,TRUE,,8 Archive Loss,09/11/25,Elks Lodge 335,Morgan Ryan Inc,,50%,11/03/25,3,"$490,645",02/03/26,Phoenix,Arizona,Clubhouse,Flood Damage Repair / Revamp,Mike,,AT,AT,AL,,HB-3,,,"$245,323","$81,774",93,62%,58,"$152,997",35,"92,326",0,$0,
,TRUE,TRUE,8 Archive Loss,09/04/25,Palm's Court Renovation,Macerich,,1%,01/05/26,6,$0,07/05/26,Scottsdale,Arizona,Retail TI,Scottsdale food court update,Melinda,,AT,AT,Lisa,,RFP/GMP,Site Walk 8/6,Duration,$0,$0,182,0%,0,$0,182,0,0,$0,
,,,8 Archive Loss,08/04/25,Torres Martinez Tribal Museum,Torres Martinez Desert Chauilla Indian Tribe,,1%,08/28/25,7,"$3,275,416",03/28/26,Thermal,California,Entertainment,15K SF Musuem (3) Buildings,Melinda,,TS,TS,MB,,HB-3,,,"$32,754","$4,679",213,59%,125,"$19,222",88,"13,532",0,$0,
,,,8 Archive Loss,09/04/25,Wheel Pro's Office TI,Prologis,,1%,10/01/25,2,"$139,322",12/01/25,Phoenix,Arizona,Office TI,Small Office TI for existing tenant,Melinda,,KS,KS,MB,,HB-3,,,"$1,393",$697,62,100%,62,"$1,393",0,0,0,$0,
,,,8 Archive Loss,Pending - Sept/Oct,AERO Federal Credit Union (Meet & Greet 7/9),"AERO Federal Credit Union, Dan Rawlins (OR)",,10%,10/06/25,10,"$13,000,000",08/06/26,Glendale,Arizona,Office,"3 Story Office Building, bid docs sept/oct, nov board meeting",Melinda,,,,,,HB,,,"$1,300,000","$130,000",305,28%,86,"$366,557",219,"933,443",0,$0,
,,,8 Archive Loss,11/16/23,1850 Properties - Williams,1850 Properties,,1%,05/06/24,10,"$7,027,952",03/06/25,Williams,California,Travel Center,"11k C-Store, Fuel/Truck Stop - 4.5Acre site",Hayley,,JF,JF,N/A,,Con.,N/A,Full,"$70,280","$7,028",305,21%,64,"$14,747",241,"55,532",0,$0,
,,,8 Archive Loss,09/08/22,6309 Reposition,Cypress West Partners,,25%,11/01/22,6,"$3,801,156",05/01/23,Phoenix,Arizona,"Demo
MOB
Site",MOB TI,Brian,,PS,KC,MB,NR,Neg.,,,"$950,289","$158,382",182,0%,0,$0,182,"950,289",0,$0,
,,,8 Archive Loss,04/27/22,92 Ironwood Demo - 92nd & Shea,Jim Riggs,,75%,06/01/22,2,"$939,097",08/01/22,Scottsdale,Arizona,"Demo
Site",Demo 3-Story Office/Site,Melinda,,JF,BM,SH,NR,Neg.,NA,Duration,"$704,323","$352,161",62,0%,0,$0,62,"704,323",0,$0,
,,,8 Archive Loss,10/05/21,Abbington Senior Living/Memory Care - Gilbert,Woodbury Group,,3%,03/01/22,12,"$18,347,259",03/01/23,Gilbert,Arizona,Senior Living,"89 unit, 2-story wood framed Asst. Living facility with Site",Brian,,PS/AB,KC,MB,NR,HB-5,,Full,"$550,418","$45,868",366,0%,0,$0,366,"550,418",0,$0,
,,,8 Archive Loss,10/20/23,Adobe Townsite - Industrial,Baker Development,,10%,03/01/24,9,"$16,973,015",12/01/24,Phoenix,Arizona,Industrial,"130k SF Industrial Building, Site",Melinda,,CH,KC,AL,,HB,N/A,Full,"$1,697,302","$188,589",276,0%,0,$0,276,"1,697,302",0,$0,
,,,8 Archive Loss,03/06/25,AJ'S Remodel,Raley's,,5%,04/07/25,4,"$1,816,316",08/07/25,Phoenix,Arizona,Grocery TI,AJ's Remodel,Joe,,TS,TS,AL,,HB-3,,,"$90,816","$22,704",123,100%,123,"$90,816",0,0,0,$0,
,TRUE,,8 Archive Loss,03/04/25,AK-Chin - Farm Park Project,Ak-Chin,,1%,08/04/25,7,$0,03/04/26,Maricopa,Arizona,"Recreation
Site","Park, Playground Equipment, Ramada, Restroom, Fields, Courts",Brian,,BR,BR,BR,,RFP,,,$0,$0,213,70%,149,$0,64,0,0,$0,
,,,8 Archive Loss,08/04/23,Ak-Chin - RFP - Park Improvements,Ak-Chin Indian Community,,6%,01/01/24,8,$0,09/01/24,Maricopa,Arizona,Native,Design Build RFP for Upgrades to 2 parks,Brian,,JF,N/A,N/A,,RFP,N/A,N/A,$0,$0,245,0%,0,$0,245,0,0,$0,
,,,8 Archive Loss,12/01/23,Ak-Chin Casino Expansion,Ak-Chin Indian Community,,2%,06/03/24,10,$0,04/03/25,Maricopa,Arizona,Native,"Casino Expansion, Refresh Dunkin, Sports bar, Parking, etc.",Melinda,,BR,BR,N/A,,RFP,11/06/23,Full,$0,$0,305,30%,92,$0,213,0,0,$0,
,,,8 Archive Loss,06/28/24,Ak-Chin Desert Willow Apartments,Ak-Chin Indian Community,,2%,09/09/24,15,"$5,491,693",12/09/25,Maricopa,Arizona,Multifamily,"3 Buildings, 20 Units",Brian,,AT,AT,AT,,RFP,06/14/24,,"$109,834","$7,322",457,75%,342,"$82,195",115,"27,639",0,$0,
TRUE,TRUE,TRUE,8 Archive Loss,07/02/25,Ak-Chin Southern Dunes Golf Course Clubhouse,Ak-Chin Indian Community,,10%,11/01/26,16,"$24,810,552",03/01/28,Maricopa,Arizona,"Clubhouse
Native",,Brian,,KS,KS,N/A,,RFP,,,"$2,481,055","$155,066",487,0%,0,$0,487,"2,481,055",0,$0,
,,,8 Archive Loss,09/13/24,Amenity Village Core - Teravalis - Floreo,Howard Hughes/Summerlin,,5%,02/15/25,18,"$47,311,914",08/15/26,Buckeye,Arizona,"Multifamily
Retail
Site","Site Development, Infrastructure, 4 buildings",Melinda,,CH,CH,AL,,HB-3,,,"$2,365,596","$131,422",547,58%,319,"$1,379,570",228,"986,025",0,$0,
,,,8 Archive Loss,10/21/22,American Furniture Warehouse,American Furniture Warehouse,,5%,01/01/23,12,"$43,921,889",01/01/24,Marana,Arizona,Industrial,113K SF warehouse/ 123K SF showroom,Brian,,CH,BG,MB,NR,HB-3,,Duration,"$2,196,094","$183,008",366,0%,0,$0,366,"2,196,094",0,$0,
,,,8 Archive Loss,05/10/23,AMH Arroyo Verde - RFP,AMH,,2%,04/01/24,6,$0,10/01/24,Buckeye,Arizona,Clubhouse,"Tier 5 Clubhouse 5,779SF and Pool 2,000SF",Brian,,JF,N/A,N/A,,RFP,N/A,Duration,$0,$0,184,0%,0,$0,184,0,0,$0,
,,,8 Archive Loss,05/10/23,AMH Sunset Farms - RFP,AMH,,2%,04/01/24,6,$0,10/01/24,Phoenix,Arizona,Clubhouse,"Tier 4 Clubhouse 3,575SF and Pool 2,000SF",Brian,,JF,N/A,N/A,,RFP,N/A,Duration,$0,$0,184,0%,0,$0,184,0,0,$0,
,,,8 Archive Loss,06/02/23,Andretti Indoor Karting & Games,Andretti,,3%,09/04/23,12,"$25,600,589",09/04/24,Glendale,Arizona,Entertainment,Ground up Indoor Karting/Arcade,Melinda,,CH,BM,LH,,HB-3,TBD,Full,"$768,018","$64,001",367,0%,0,$0,367,"768,018",0,$0,
,,,8 Archive Loss,05/31/24,ARCH - Health & Wellness Center,Arizona Recreation Center for Handicapped,,1%,06/02/25,12,"$3,129,146",06/02/26,Phoenix,Arizona,Recreation,8k SF Health and Wellness Center - RFP,Brian,,AT,AT,N/A,,RFP,N/A,,"$31,291","$2,608",366,58%,212,"$18,125",154,"13,166",0,$0,
,TRUE,,8 Archive Loss,06/04/25,Arrowhead Towne Center,New Quest,Osborn & Vane Architects,1%,08/04/25,12,"$17,926,771",08/04/26,Glendale,Arizona,,"Convert 110K SF Sears to Grocer, Retail",Melinda,,JH,AT,AT,,HB-4,,,"$179,268","$14,939",366,41%,149,"$72,981",217,"106,287",0,$0,
,,,8 Archive Loss,10/08/24,Arte Museum - SMP,The District,,1%,11/04/24,10,"$10,190,101",09/04/25,Santa Monica,California,Entertainment,48K SF Arte Museum TI,Joe,,AT,AT,AL,,HB-3,,,"$101,901","$10,190",305,81%,246,"$82,189",59,"19,712",0,$0,
,,,8 Archive Loss,06/25/21,Ashley Furniture Dist Center/Retail/Outlet - Las Vegas,HMC,,10%,08/01/22,12,"$25,795,066",08/01/23,LasVegas,Nevada,Industrial,"New 270K SF Dist Center, Retail and Outlet",Melinda,,JF,,,NR,Con.,,,"$2,579,507","$214,959",366,0%,0,$0,366,"2,579,507",0,$0,
,,,8 Archive Loss,12/21/22,Audio Express - Scottsdale,Marlon,,2%,01/09/23,2,"$334,354",03/09/23,Scottsdale,Arizona,Office TI,"Demo Interior Office, Clean up striping,",Brian,,JF,BG,,NR,Con.,01/14/22,Duration,"$6,687","$3,344",60,0%,0,$0,60,"6,687",0,$0,
,,,8 Archive Loss,05/25/23,Autism ETC,Michael Manous,,1%,08/28/23,7,"$2,442,695",03/28/24,Glendale,Arizona,"Demo
Education",TI - Demo Bank turn into School,Adam,,BM,BM,LH,,HB-2,5-2 at 10am,Duration,"$24,427","$3,490",214,0%,0,$0,214,"24,427",0,$0,
,,,8 Archive Loss,05/12/22,Avion Community Center,Community Southwest,,15%,08/01/22,6,"$2,584,707",02/01/23,Goodyear,Arizona,Clubhouse,Community Center,Brian,08/05/21,BM,NA,SH,NR,HB,,Full,"$387,706","$64,618",185,0%,0,$0,185,"387,706",0,$0,
,,,8 Archive Loss,08/23/22,Barrio Queen - Surprise,Sean Boelig,,25%,10/03/22,6,"$3,304,890",04/03/23,Surprise,Arizona,Restaurant,Bario Queen Similar o Avondale,,,CH,BM,SH,NR,Neg.,,Duration,"$826,223","$137,704",183,0%,0,$0,183,"826,223",0,$0,
,,,8 Archive Loss,03/22/23,Big Blue Swim School,4Site Advisors,,1%,05/01/23,6,"$3,324,744",11/01/23,Gilbert,Arizona,Retail TI,Add Swimming Pool to Existing Building - TI upgrades,Brian,,BM/JF,BM,LH,NR,HB-3,TBD,Full,"$33,247","$5,541",185,0%,0,$0,185,"33,247",0,$0,
,TRUE,,8 Archive Loss,07/15/25,Broadway Plaza -Demo Re-bid,Macerich,,5%,08/04/25,5,"$2,965,840",01/04/26,Walnut Creek,California,Demo,"Demo 78,000SF Nieman Marcus and 4,800SF Chico's Retail",Melinda,,JH,JH,MB,,HB-3,,,"$148,292","$29,658",154,97%,149,"$143,477",5,"4,815",0,$0,
,,,8 Archive Loss,08/03/23,Camp Bow Wow,Camp Bow Wow,,1%,02/05/24,8,"$1,450,444",10/05/24,Phoenix,Arizona,Hospitality,Dog Day Camp,Brian,07/11/23,JF,BG,AT,,HB-3,N/A,Duration,"$14,504","$1,813",244,0%,0,$0,244,"14,504",0,$0,
,,,8 Archive Loss,09/20/23,Chandler Heights Storage - Power and Riggs,Wentworth,,10%,11/01/23,14,"$15,760,686",01/01/25,Queen Creek,Arizona,Storage,Climate Controlled Storage and RV Parking,Melinda,,KC,KC,AT,NR,HB-3,NA,Full,"$1,576,069","$112,576",428,0%,0,$0,428,"1,576,069",0,$0,
,,,8 Archive Loss,10/18/22,Cheddar's Restaurant,Darden,,5%,12/15/22,10,"$5,019,318",10/15/23,Mesa,Arizona,Restaurant,Ground-up Restaurant,Melinda,,JF,BM,LH,NR,HB,,Duration,"$250,966","$25,097",305,0%,0,$0,305,"250,966",0,$0,
,,,8 Archive Loss,11/04/21,"Chukchansi LIHTC #1 Townhomes - Oakhurst, CA",Chukchansi,,10%,01/01/22,16,"$19,884,232",05/01/23,Oakhurst,California,"Multifamily
Native",17 - 3-4 Bedroom Units,Melinda,,JF,-,-,NR,HB,,Full,"$1,988,423","$124,276",486,0%,0,$0,486,"1,988,423",0,$0,
,,,8 Archive Loss,08/23/23,City North Restaurant Shells and Sitework,Crown Realty,,5%,05/06/24,9,"$14,021,042",02/06/25,Phoenix,Arizona,Site,4 acre site development & restaurant shells,Adam,,JF,JH/BG,N/A,NR,Neg.,NA,Duration,"$701,052","$77,895",277,13%,36,"$91,111",241,"609,941",0,$0,
,TRUE,,8 Archive Loss,08/05/25,City of Goodyear - Park & Ride,City of Goodyear,,1%,09/01/25,3,"$84,299",12/01/25,Goodyear,Arizona,Public,"Roof, Insulation and Paint Upgrades",James,,NR,NR,Lisa,,HB-6,,,$843,$281,92,100%,92,$843,0,0,0,$0,
,TRUE,,8 Archive Loss,09/09/25,City of Phoenix - Helen Drake Village,City of Phoenix,,1%,11/03/25,14,"$16,483,000",01/03/27,Phoenix,Arizona,Multifamily,"80 Unit Multifamily Project, Leasing office, wellness, lounges",James,,PS,PS,AL,,HB-5,,,"$164,830","$11,774",427,14%,58,"$22,389",367,"141,669",2,$772,
,,,8 Archive Loss,08/15/24,City of Tempe - Ken McDonald Clubhouse,City of Tempe,,1%,10/01/24,10,"$8,000,000",08/01/25,Tempe,Arizona,Clubhouse,"New Clubhouse and Parking Lot, Etc",Melinda,,N/A,N/A,N/A,,RFP,,,"$80,000","$8,000",305,70%,212,"$55,607",93,"24,393",0,$0,
,,,8 Archive Loss,09/16/24,Cleaverman,Pretty Decent Concepts,,20%,11/15/24,7,"$6,586,537",06/15/25,Phoenix,Arizona,Restaurant,10k SF High End Steakhouse,Brian,,JH,JH,AL,,HB-3,8-22 site walk,Full,"$1,317,307","$188,187",213,77%,165,"$1,020,449",48,"296,858",0,$0,
,,,8 Archive Loss,10/19/22,Cobblestone Car Wash Express @ Prasada,Cobblestone Car Wash,,2%,11/01/22,5,"$4,514,984",04/01/23,Surprise,Arizona,Auto Service,New Car Wash Express,Brian,,BM,BM,-,NR,HB-4,NA,Duration,"$90,300","$18,060",152,0%,0,$0,152,"90,300",0,$0,
,TRUE,,8 Archive Loss,03/26/25,Cooper's Hawk - Park 10,Park 10 LLC,,5%,06/01/25,7,"$4,815,336",01/01/26,Avondale,Arizona,"Restaurant
Restaurant TI",Ground Up Cooper's Hawk Restaurant,Melinda,,PS,PS,MB,,HB-3,,,"$240,767","$34,395",215,99%,213,"$238,527",2,"2,240",0,$0,
,TRUE,,8 Archive Loss,04/22/25,COP - Fire Station #15 Camelback/45th Ave,City of Phoenix,,1%,10/01/25,9,"$11,021,968",07/01/26,Phoeniz,Arizona,Government,"20,810SF Single Story building, 4 bays, 16 dorms, etc.",Melinda,,CH,CH,AT,,HB-6,,,"$110,220","$12,247",274,33%,91,"$36,606",183,"73,614",0,$0,
,,,8 Archive Loss,09/19/24,Culinary Drop Out - Orange,FRC,,5%,11/04/24,8,"$3,449,674",07/04/25,Orange,California,Restaurant,New Restaurant,Brian,,AT,AT,AL,,HB-3,,,"$172,484","$21,560",243,76%,184,"$130,605",59,"41,879",0,$0,
,,,8 Archive Loss,09/30/24,Culinary Dropout - Del Mar Highlands,FRC,,5%,11/04/24,8,"$3,687,388",07/04/25,Del Mar,California,Restaurant,New Restaurant,Brian,,PS,PS,AL,,HB-3,,,"$184,369","$23,046",243,76%,184,"$139,605",59,"44,765",0,$0,
,,,8 Archive Loss,Pending,Deer Valley Industrial (19th Ave & Alameda),Mack RE Group,,2%,05/06/24,10,"$45,000,000",03/06/25,Phoenix,Arizona,Industrial,3-4 Buildings - Phased,Adam,,,,,,Neg.,N/A,Duration,"$900,000","$90,000",305,21%,64,"$188,852",241,"711,148",0,$0,
,,,8 Archive Loss,09/16/21,Desert Mountain Clubhouse,Desert Mountain,,5%,11/01/21,14,"$19,116,638",01/01/23,Scottsdale,Arizona,Clubhouse,New Clubhouse and Site,Brian/Joe F,03/12/20,JF,BM,SH,NR,HB-5,,Full,"$955,832","$68,274",427,0%,0,$0,427,"955,832",0,$0,
,,,8 Archive Loss,11/14/23,Desert Truss Development,"Cariari Holdings, Inc",,1%,05/06/24,8,"$14,177,163",01/06/25,El Mirage,Arizona,"Office
Site","Office Building, Break Pavilion and Site Infrastructure",Hayley,,CH,CH,MB,,HB-2,11/01/23,Duration,"$141,772","$17,721",246,2%,5,"$2,882",241,"138,890",0,$0,
,,,8 Archive Loss,01/11/24,"Discount Tire - Hercules, CA",Discount Tire,,1%,06/01/24,7,"$3,685,557",01/01/25,Hercules,California,Auto Service,"Ground Up - 7,500 SF Bldg",Melinda,,BM,BM,MB,,HB-3,???,Full,"$36,856","$5,265",215,0%,0,$0,215,"36,856",0,$0,
,,,8 Archive Loss,12/01/23,Discount Tire - Phoenix AZ,Discount Tire,,1%,10/02/23,6,"$3,574,801",04/02/24,Phoenix,Arizona,Auto Service,"Ground Up - 7,500 SF Bldg",Melinda,01/30/23,BM,BM,AT,,HB-3,N/A,Full,"$35,748","$5,958",184,0%,0,$0,184,"35,748",0,$0,
,,,8 Archive Loss,01/17/23,Earnhardt Hyundai North Scottsdale,Tally CM,,2%,03/13/23,8,"$4,202,884",11/13/23,Scottsdale,Arizona,Auto Dealer,"Service Addition, New Showroom",Melinda,,KC,,LH,NR,HB-3,TBD,Full,"$84,058","$10,507",246,0%,0,$0,246,"84,058",0,$0,
,,,8 Archive Loss,05/11/23,Earnhardt San Tan Service Building,Tally CM,,2%,06/19/23,6,"$7,890,113",12/19/23,Gilbert,Arizona,Auto Service,Ground up service building,Melinda,,JF/KC,KC,LH,,HB-3,TBD,Full,"$157,802","$26,300",184,0%,0,$0,184,"157,802",0,$0,
,,,8 Archive Loss,03/15/23,Elk Valley C-Store/Fuel Station,Elk Valley Rancheria,,1%,07/01/23,9,"$11,094,901",04/01/24,Crescent City,California,Travel Center,"3,500 SF Store, Site, 16 pumps",Melinda,,KC,KC,MB,,HB-2,NA,Duration,"$110,949","$12,328",276,0%,0,$0,276,"110,949",0,$0,
,,,8 Archive Loss,09/13/24,Ellsworth & Elliott,Diversified Partners,,25%,11/15/24,10,"$15,900,000",09/15/25,Queen Creek,Arizona,"Retail
Site","Site, Parking Lot, 6 Retail Buildings",Adam,,CH,CH,AL,,HB-3,N/A,,"$3,975,000","$397,500",305,84%,257,"$3,349,426",48,"625,574",0,$0,
,TRUE,,8 Archive Loss,03/21/25,ENT - Central Phoenix,Arizona Breath Free,,5%,04/01/25,4,"$670,244",08/01/25,Phoenix,Arizona,MOB TI,"5,800SF ENT TI",Mike,,TS,TS,AT,,Con.,,,"$33,512","$8,378",123,100%,123,"$33,512",0,0,0,$0,
,TRUE,,8 Archive Loss,03/27/25,Erewhon - TI,Nowhere Corp,,1%,06/01/25,4,"$1,768,837",10/01/25,Calabasas,California,Grocery TI,Interior TI,Hayley,,KC,KC,AL,,HB-4,,,"$17,688","$4,422",123,100%,123,"$17,688",0,0,0,$0,
,,,8 Archive Loss,12/11/24,Everybody's All Day Cafe,Justin Zotts,,1%,01/01/25,5,"$1,147,632",06/01/25,Mesa,Arizona,Restaurant TI,"2,000SF Restaurant/Cafe TI",Mike,,CH,CH,N/A,,Con.,,,"$11,476","$2,295",152,100%,152,"$11,476",0,0,0,$0,
,,,8 Archive Loss,02/14/25,Extended Stay - Ocotillo,HCW,,10%,07/07/25,14,"$5,378,906",09/07/26,Chandler,Arizona,Multifamily,24 Unit Apartment Complex,Brian,,PS,PS,MB,,HB-4,,,"$537,891","$38,421",428,41%,177,"$222,445",251,"315,445",0,$0,
TRUE,TRUE,,8 Archive Loss,07/09/25,Extended Stay - Woodsprings Suites,Investment Resource Corporation,,25%,09/01/25,10,"$12,437,745",07/01/26,Sacramento,California,Hospitality,122 Unit 4 story Hotel/Site,Melinda,,PS,PS,AL,,HB-3,,,"$3,109,436","$310,944",304,40%,121,"$1,237,637",183,"1,871,799",0,$0,
,,,8 Archive Loss,02/23/22,Falcon Storage St. George,Shane Jimenez,,10%,04/01/22,16,"$11,953,273",08/01/23,Washington City,Utah,Storage,New Storage Facility,Melinda,06/14/21,JF,KC,MB,NR,HB-3,NA,Update,"$1,195,327","$74,708",488,0%,0,$0,488,"1,195,327",0,$0,
,,,8 Archive Loss,03/14/24,Falcon View Industrial Building,Salt Works,,15%,07/01/24,6,"$2,886,503",01/01/25,Mesa,Arizona,Industrial,"12K SF PEMB, Warehouse, Site and small interior office",Adam,,KC,KC,AT,,Con.,N/A,Duration,"$432,975","$72,163",185,0%,0,$0,185,"432,975",0,$0,
,,,8 Archive Loss,10/05/21,FatCats Utah,FatCats,,3%,11/01/21,10,"$14,991,366",09/01/22,Bluffdale,Utah,Entertainment,"65,000 SF FEC - Bowling & Theaters plus site improvements",Melinda,03/12/20,CH,BM,MB,MC,HB,NA,Full,"$449,741","$44,974",305,0%,0,$0,305,"449,741",0,$0,
,,,8 Archive Loss,09/04/24,Federal Pizza - TI - PV,Upward,,30%,11/15/24,5,"$1,886,197",04/15/25,Phoenix,Arizona,Restaurant TI,Fed Pizza TI,Chris,,KC,KC,AT,,HB-3,08/02/24,,"$565,859","$113,172",152,68%,104,"$387,167",48,"178,692",0,$0,
,,,8 Archive Loss,02/15/24,Filthy Animal Restaurant - Tempe,Mark Ashworth,,5%,04/01/24,8,$0,12/01/24,Tempe,Arizona,Restaurant TI,"7,700SF - High End  RR - Fee and GC's",Adam,,BR,BR,N/A,,Neg.,N/A,,$0,$0,245,0%,0,$0,245,0,0,$0,
,TRUE,,8 Archive Loss,Pending,Fountain Hills - Sprouts,Sandor Development,,1%,09/01/25,8,"$7,232,953",05/01/26,Fountain Hills,Arizona,"Grocery
Grocery TI",Ground Up Sprouts - no site,Hayley,,CH,CH,N/A,,HB-3,,,"$72,330","$9,041",243,50%,121,"$36,016",122,"36,314",0,$0,
,,,8 Archive Loss,01/25/22,Gallery Park Phs. III,Foursite,,0%,01/01/22,7,"$6,897,275",08/01/22,Gilbert,Arizona,"Retail
Site",3 Buildings plus Site,Brian,09/09/21,CH,MB,SH,MC,HB-3,NA,Full,$0,$0,213,0%,0,$0,213,0,0,$0,
,,,8 Archive Loss,09/27/24,Gateway Norte - Mesa,Pivotal,,1%,02/02/25,6,"$3,148,747",08/02/25,Mesa,Arizona,Retail,10K SF Industrial Building - Full site W/TI,Hayley,,PS,PS,AT,,RFP,,,"$31,487","$5,248",182,100%,182,"$31,487",0,0,0,$0,
,,,8 Archive Loss,01/05/23,Genesis Scottsdale Quarter TI,Tally CM,,5%,01/23/23,6,"$990,119",07/23/23,Scottsdale,Arizona,Auto Dealer,Genesis Sales Facility TI,Melinda,,JF/KC,KC,MB,NR,HB-4,TBD,Duration,"$49,506","$8,251",182,0%,0,$0,182,"49,506",0,$0,
,,,8 Archive Loss,12/21/22,Gilbert City Gate MOB,Irgens,,10%,03/15/23,10,"$10,633,774",01/15/24,Gilbert,Arizona,"MOB
Office",45K SF MOB Shell w/Site,Melinda,,JF,BG,LH,NR,Neg.,NA,Duration,"$1,063,377","$106,338",307,0%,0,$0,307,"1,063,377",0,$0,
